"CODI_EQUIPAMENT","EQUIPAMENT","SECCIO","TIPUS_VIA","NOM_CARRER","NUM_CARRER_1","NUM_CARRER_2","CODI_BARRI","NUM_BARRI","CODI_DISTRICTE","NOM_DISTRICTE","CODI_POSTAL","CODI_POBLACIO","POBLACIO","LATITUD","LONGITUD","X_ETRS89","Y_ETRS89","X_ED50","Y_ED50","TELEFON_NUM","TELEFON_TIPUS","TELEFON_INFO_COM","HORARI_PERIODE_INICI","HORARI_PERIODE_FI","HORARI_DIES","HORARI_HORES_INICI","HORARI_HORES_FI","HORARI_OBSERVACIONS",
"92086000114","Institut Rubió i Tudurí","#","Av","Francesc Ferrer i Guàrdia","16","16","14","la Font de la Guatlla","03","Sants-Montjuïc","08038","019","BARCELONA","41.369698","2.148751","428809.817","4580147.881","428901.735","4580348.797","934243707","#","","","","","","","",
"92086000163","Fundació Joan Miró","Centre d'Estudis d'Art Contemporani","Av","Miramar","1","1","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.368292","2.160157","429762.24","4579982.478","429854.167","4580183.393","933298609","Fax","","","","","","","",
"92086000163","Fundació Joan Miró","Centre d'Estudis d'Art Contemporani","Av","Miramar","1","1","11","el Poble-sec","03","Sants-Montjuïc","08038","019","BARCELONA","41.368292","2.160157","429762.24","4579982.478","429854.167","4580183.393","934439470","#","","","","","","","",
"92086000313","Institut Montjuïc","#","C","Cisell","19","19","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.355474","2.145239","428500.55","4578571.638","428592.466","4578772.54","932231857","Fax","","","","","","","",
"92086000313","Institut Montjuïc","#","C","Cisell","19","19","13","la Marina de Port","03","Sants-Montjuïc","08038","019","BARCELONA","41.355474","2.145239","428500.55","4578571.638","428592.466","4578772.54","932230221","#","","","","","","","",
"92086000336","Institut Milà i Fontanals","#","Pl","Josep M. Folch i Torres","1","1","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.376458","2.167117","430352.999","4580883.431","430444.931","4581084.355","934417958","#","","","","","","","",
"92086000336","Institut Milà i Fontanals","#","Pl","Josep M. Folch i Torres","1","1","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.376458","2.167117","430352.999","4580883.431","430444.931","4581084.355","934429461","Fax","","","","","","","",
"92086000496","Facultat de Biblioteconomia i Documentació - UB","#","C","Melcior de Palau","140","140","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.381285","2.138796","427990.052","4581442.549","428081.962","4581643.477","934035772","Fax","","","","","","","",
"92086000496","Facultat de Biblioteconomia i Documentació - UB","#","C","Melcior de Palau","140","140","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.381285","2.138796","427990.052","4581442.549","428081.962","4581643.477","934035770","#","","","","","","","",
"92086000496","Facultat de Biblioteconomia i Documentació - UB","#","C","Melcior de Palau","140","140","18","Sants","03","Sants-Montjuïc","08014","019","BARCELONA","41.381285","2.138796","427990.052","4581442.549","428081.962","4581643.477","934021100","Informació","UB","","","","","","",
"92086000938","Escuela de Administración de Empresas","#","C","Aragó","55","55","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380349","2.148979","428840.498","4581330.168","428932.416","4581531.095","902180633","#","","","","","","","",
"92086000938","Escuela de Administración de Empresas","#","C","Aragó","55","55","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380349","2.148979","428840.498","4581330.168","428932.416","4581531.095","933194436","Fax","","","","","","","",
"92086000938","Escuela de Administración de Empresas","#","C","Aragó","55","55","09","la Nova Esquerra de l'Eixample","02","Eixample","08015","019","BARCELONA","41.380349","2.148979","428840.498","4581330.168","428932.416","4581531.095","932278090","#","","","","","","","",
"92086001517","Institut Verdaguer","#","Pas","Institut Escola","1","1","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387379","2.186907","432019.268","4582080.176","432111.215","4582281.111","932681227","Fax","","","","","","","",
"92086001517","Institut Verdaguer","#","Pas","Institut Escola","1","1","04","Sant Pere, Santa Caterina i la Ribera","01","Ciutat Vella","08003","019","BARCELONA","41.387379","2.186907","432019.268","4582080.176","432111.215","4582281.111","933195733","#","","","","","","","",
"92086001752","Institut Joan Salvat-Papasseit","#","Pg","Salvat Papasseit","11","11","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.38144","2.192422","432474.225","4581416.481","432566.177","4581617.41","933150612","Fax","","","","","","","",
"92086001752","Institut Joan Salvat-Papasseit","#","Pg","Salvat Papasseit","11","11","03","la Barceloneta","01","Ciutat Vella","08003","019","BARCELONA","41.38144","2.192422","432474.225","4581416.481","432566.177","4581617.41","933150203","#","","","","","","","",
"92086001932","Facultat de Geografia i Història - UB","#","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934037729","#","","","","","","","",
"92086001932","Facultat de Geografia i Història - UB","#","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934021100","Informació","UB","","","","","","",
"92086001932","Facultat de Geografia i Història - UB","#","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934037733","Fax","","","","","","","",
"92086001932","Facultat de Geografia i Història - UB","#","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934037728","#","","","","","","","",
"92086001938","Facultat de Belles Arts - UB","#","C","Pau Gargallo","4","4","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.383123","2.11399","425918","4581667.456","426009.891","4581868.386","934034060","#","","","","","","","",
"92086001938","Facultat de Belles Arts - UB","#","C","Pau Gargallo","4","4","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.383123","2.11399","425918","4581667.456","426009.891","4581868.386","934021782","Fax","","","","","","","",
"92086001938","Facultat de Belles Arts - UB","#","C","Pau Gargallo","4","4","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.383123","2.11399","425918","4581667.456","426009.891","4581868.386","934021100","Informació","UB","","","","","","",
"92086001941","Facultat de Filosofia - UB","#","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934037720","#","","","","","","","",
"92086001941","Facultat de Filosofia - UB","#","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934037726","Fax","","","","","","","",
"92086001941","Facultat de Filosofia - UB","#","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934021100","Informació","UB","","","","","","",
"92086001941","Facultat de Filosofia - UB","#","C","Montalegre","6","6","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.384031","2.16734","430379.702","4581724.075","430471.634","4581925.006","934037722","#","","","","","","","",
"92086001948","Escola Tècnica Superior d'Arquitectura de Barcelona - UPC","#","Av","Diagonal","649","651","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384423","2.113379","425868.328","4581812.305","425960.218","4582013.236","933343783","Fax","","","","","","","",
"92086001948","Escola Tècnica Superior d'Arquitectura de Barcelona - UPC","#","Av","Diagonal","649","651","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384423","2.113379","425868.328","4581812.305","425960.218","4582013.236","934016333","#","","","","","","","",
"92086001994","Facultat de Farmàcia i Ciències de l'Alimentació - UB","#","Av","Joan XXIII","27","31","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385492","2.119176","426354.275","4581925.982","426446.17","4582126.914","934021100","Informació","UB","","","","","","",
"92086001994","Facultat de Farmàcia i Ciències de l'Alimentació - UB","#","Av","Joan XXIII","27","31","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385492","2.119176","426354.275","4581925.982","426446.17","4582126.914","934021896","Fax","","","","","","","",
"92086001994","Facultat de Farmàcia i Ciències de l'Alimentació - UB","#","Av","Joan XXIII","27","31","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385492","2.119176","426354.275","4581925.982","426446.17","4582126.914","934021314","#","","","","","","","",
"92086001994","Facultat de Farmàcia i Ciències de l'Alimentació - UB","#","Av","Joan XXIII","27","31","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385492","2.119176","426354.275","4581925.982","426446.17","4582126.914","934021880","#","","","","","","","",
"92086002008","Facultat de Química - UB","#","C","Martí i Franquès","1","11","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","934021201","#","","","","","","","",
"92086002008","Facultat de Química - UB","#","C","Martí i Franquès","1","11","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","934111492","Fax","","","","","","","",
"92086002008","Facultat de Química - UB","#","C","Martí i Franquès","1","11","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384764","2.117291","426195.84","4581846.855","426287.733","4582047.786","934021100","Informació","UB","","","","","","",
"92086002009","Facultat de Física - UB","#","Av","Diagonal","647","647","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384899","2.115258","426025.967","4581863.593","426117.859","4582064.525","934021116","#","","","","","","","",
"92086002009","Facultat de Física - UB","#","Av","Diagonal","647","647","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384899","2.115258","426025.967","4581863.593","426117.859","4582064.525","934021100","Informació","UB","","","","","","",
"92086002009","Facultat de Física - UB","#","Av","Diagonal","647","647","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384899","2.115258","426025.967","4581863.593","426117.859","4582064.525","934021118","Fax","","","","","","","",
"92086002012","Facultat d'Economia i Empresa - UB","#","Av","Diagonal","690","696","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.385692","2.114976","426003.319","4581951.782","426095.211","4582152.714","934024474","Fax","","","","","","","",
"92086002012","Facultat d'Economia i Empresa - UB","#","Av","Diagonal","690","696","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.385692","2.114976","426003.319","4581951.782","426095.211","4582152.714","934035713","#","Antic edifici Esc. Empresarials","","","","","","",
"92086002012","Facultat d'Economia i Empresa - UB","#","Av","Diagonal","690","696","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.385692","2.114976","426003.319","4581951.782","426095.211","4582152.714","934021100","Informació","UB","","","","","","",
"92086002012","Facultat d'Economia i Empresa - UB","#","Av","Diagonal","690","696","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.385692","2.114976","426003.319","4581951.782","426095.211","4582152.714","934024300","#","Antic edifici Fac. Econòmiques","","","","","","",
"92086002012","Facultat d'Economia i Empresa - UB","#","Av","Diagonal","690","696","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.385692","2.114976","426003.319","4581951.782","426095.211","4582152.714","934024468","#","Antic edifici Esc. Empresarials","","","","","","",
"92086002012","Facultat d'Economia i Empresa - UB","#","Av","Diagonal","690","696","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.385692","2.114976","426003.319","4581951.782","426095.211","4582152.714","934021830","#","Antic edifici Fac. Econòmiques","","","","","","",
"92086002012","Facultat d'Economia i Empresa - UB","#","Av","Diagonal","690","696","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.385692","2.114976","426003.319","4581951.782","426095.211","4582152.714","934021989","Fax","","","","","","","",
"92086002018","Consell Superior d'Investigacions Científiques","#","C","Egipcíaques","15","15","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380909","2.168905","430507.237","4581376.184","430599.17","4581577.112","934 426 576","Centraleta","","01/01","31/12","0000011","09:00:00","15:00:00"," ",
"92086002018","Consell Superior d'Investigacions Científiques","#","C","Egipcíaques","15","15","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380909","2.168905","430507.237","4581376.184","430599.17","4581577.112","934 423 489","#","","01/01","31/12","0000011","09:00:00","15:00:00"," ",
"92086002018","Consell Superior d'Investigacions Científiques","#","C","Egipcíaques","15","15","01","el Raval","01","Ciutat Vella","08001","019","BARCELONA","41.380909","2.168905","430507.237","4581376.184","430599.17","4581577.112","934 427 424","Fax","","01/01","31/12","0000011","09:00:00","15:00:00"," ",
"92086002025","Facultat d'Informàtica - UPC","#","C","Jordi Girona","1","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.387901","2.114678","425980.95","4582197.318","426072.841","4582398.253","934017000","Informació","","","","","","","",
"92086002025","Facultat d'Informàtica - UPC","#","C","Jordi Girona","1","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.387901","2.114678","425980.95","4582197.318","426072.841","4582398.253","934017113","Fax","","","","","","","",
"92086002027","Escola Tècnica Superior d'Enginyeria de Telecomunicació - UPC","#","C","Jordi Girona","1","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.387333","2.112445","425793.585","4582136.193","425885.475","4582337.127","934016801","Fax","","","","","","","",
"92086002027","Escola Tècnica Superior d'Enginyeria de Telecomunicació - UPC","#","C","Jordi Girona","1","3","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.387333","2.112445","425793.585","4582136.193","425885.475","4582337.127","934016200","Centraleta","","","","","","","",
"92086002046","Institut les Corts","#","Trav","Corts","131","159","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381325","2.126263","426942.154","4581457.439","427034.054","4581658.367","933307457","Fax","","","","","","","",
"92086002046","Institut les Corts","#","Trav","Corts","131","159","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.381325","2.126263","426942.154","4581457.439","427034.054","4581658.367","933307457","#","","","","","","","",
"92086002050","Càtedra Gaudí - ETSAB - UPC","#","Av","Diagonal","649","649","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.384423","2.113379","425868.328","4581812.305","425960.218","4582013.236","934011862","#","","","","","","","",
"92086002054","Facultat de Dret - UB","#","Av","Diagonal","684","684","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.387239","2.121105","426517.537","4582118.376","426609.433","4582319.31","934024346","#","","","","","","","",
"92086002054","Facultat de Dret - UB","#","Av","Diagonal","684","684","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.387239","2.121105","426517.537","4582118.376","426609.433","4582319.31","934024354","Fax","","","","","","","",
"92086002054","Facultat de Dret - UB","#","Av","Diagonal","684","684","21","Pedralbes","04","Les Corts","08034","019","BARCELONA","41.387239","2.121105","426517.537","4582118.376","426609.433","4582319.31","934021100","Informació","UB","","","","","","",
"92086002081","Facultat de Biologia - UB","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","934021086","#","","","","","","","",
"92086002081","Facultat de Biologia - UB","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","933307157","Fax","","","","","","","",
"92086002081","Facultat de Biologia - UB","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","934021100","Informació","UB","","","","","","",
"92086002081","Facultat de Biologia - UB","#","Av","Diagonal","645","645","20","la Maternitat i Sant Ramon","04","Les Corts","08028","019","BARCELONA","41.385378","2.117052","426176.577","4581915.188","426268.47","4582116.12","934021429","#","","","","","","","",
"92086002414","Institut Joan Coromines","#","Ctra","Bordeta","39","41","15","Hostafrancs","03","Sants-Montjuïc","08014","019","BARCELONA","41.373155","2.144773","428480.941","4580534.977","428572.856","4580735.897","934241901","#","","","","","","","",
"92086002414","Institut Joan Coromines","#","Ctra","Bordeta","39","41","15","Hostafrancs","03","Sants-Montjuïc","08014","019","BARCELONA","41.373155","2.144773","428480.941","4580534.977","428572.856","4580735.897","934230300","Fax","","","","","","","",
"92086002474","Facultat d'Educació - UB","#","Pg","Vall d'Hebron","171","171","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.435755","2.147166","428749.493","4587482.77","428841.408","4587683.754","934035121","Fax","","","","","","","",
"92086002474","Facultat d'Educació - UB","#","Pg","Vall d'Hebron","171","171","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.435755","2.147166","428749.493","4587482.77","428841.408","4587683.754","934021100","Informació","UB","","","","","","",
"92086002474","Facultat d'Educació - UB","#","Pg","Vall d'Hebron","171","171","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.435755","2.147166","428749.493","4587482.77","428841.408","4587683.754","934035118","#","","","","","","","",
"92086002687","Institut de Ciències Polítiques i Socials","#","C","Mallorca","244","244","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.393092","2.161744","429921.592","4582734.437","430013.52","4582935.378","934871149","Fax","","01/01","31/12","0000011","16:00:00","20:00:00"," ",
"92086002687","Institut de Ciències Polítiques i Socials","#","C","Mallorca","244","244","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.393092","2.161744","429921.592","4582734.437","430013.52","4582935.378","934871149","Fax","","01/01","31/12","0000011","10:00:00","14:00:00"," ",
"92086002687","Institut de Ciències Polítiques i Socials","#","C","Mallorca","244","244","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.393092","2.161744","429921.592","4582734.437","430013.52","4582935.378","934871076","#","","01/01","31/12","0000011","16:00:00","20:00:00"," ",
"92086002687","Institut de Ciències Polítiques i Socials","#","C","Mallorca","244","244","07","la Dreta de Eixample","02","Eixample","08008","019","BARCELONA","41.393092","2.161744","429921.592","4582734.437","430013.52","4582935.378","934871076","#","","01/01","31/12","0000011","10:00:00","14:00:00"," ",
"92086002917","Institut Menéndez y Pelayo","#","Via","Augusta","140","140","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.400074","2.144821","428514.436","4583523.429","428606.35","4583724.377","932002256","Fax","","","","","","","",
"92086002917","Institut Menéndez y Pelayo","#","Via","Augusta","140","140","26","Sant Gervasi - Galvany","05","Sarrià-Sant Gervasi","08006","019","BARCELONA","41.400074","2.144821","428514.436","4583523.429","428606.35","4583724.377","932002755","#","","","","","","","",
"92086003202","Fundació Orfeó Gracienc","Escola de Música","C","Astúries","83","83","31","la Vila de Gràcia","06","Gràcia","08024","019","BARCELONA","41.404734","2.156431","429489.996","4584031.228","429581.919","4584232.181","932374302","#","","","","","","","",
"92086003202","Fundació Orfeó Gracienc","Escola de Música","C","Astúries","83","83","31","la Vila de Gràcia","06","Gràcia","08024","019","BARCELONA","41.404734","2.156431","429489.996","4584031.228","429581.919","4584232.181","932176332","Fax","","","","","","","",
"92086003527","Facultat de Medicina i Ciències de la Salut - UB","#","C","Casanova","143","143","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.389555","2.152202","429120.048","4582349.554","429211.968","4582550.491","934021100","Informació","UB","","","","","","",
"92086003527","Facultat de Medicina i Ciències de la Salut - UB","#","C","Casanova","143","143","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.389555","2.152202","429120.048","4582349.554","429211.968","4582550.491","934035258","#","","","","","","","",
"92086003527","Facultat de Medicina i Ciències de la Salut - UB","#","C","Casanova","143","143","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08036","019","BARCELONA","41.389555","2.152202","429120.048","4582349.554","429211.968","4582550.491","934035254","Fax","de secretaria","","","","","","",
"92086003692","Institut Universitari del  Pròxim Orient Antic","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","935813114","Fax","","","","","","","",
"92086003692","Institut Universitari del  Pròxim Orient Antic","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","935812384","#","","","","","","","",
"92086003697","Facultat de Filologia - UB","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","934021100","Informació","UB","","","","","","",
"92086003697","Facultat de Filologia - UB","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","934035585","#","","","","","","","",
"92086003697","Facultat de Filologia - UB","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","934035664","Fax","","","","","","","",
"92086003697","Facultat de Filologia - UB","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","934035587","#","","","","","","","",
"92086003705","Facultat de Matemàtiques i Informàtica - UB","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","934021601","Fax","","","","","","","",
"92086003705","Facultat de Matemàtiques i Informàtica - UB","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","934021100","Informació","UB","","","","","","",
"92086003705","Facultat de Matemàtiques i Informàtica - UB","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","934021597","#","","","","","","","",
"92086003705","Facultat de Matemàtiques i Informàtica - UB","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","934021598","#","","","","","","","",
"92086003705","Facultat de Matemàtiques i Informàtica - UB","#","G.V.","Corts Catalanes","585","585","08","l'Antiga Esquerra de l'Eixample","02","Eixample","08007","019","BARCELONA","41.386577","2.164039","430106.423","4582009.291","430198.352","4582210.225","934021603","#","","","","","","","",
"92086004627","Institut Moisès Broggi","#","C","Sant Quintí","50","50","64","el Camp de l'Arpa del Clot","10","Sant Martí","08041","019","BARCELONA","41.41345","2.178356","431331.754","4584981.324","431423.694","4585182.286","934368903","#","","","","","","","",
"92086004627","Institut Moisès Broggi","#","C","Sant Quintí","50","50","64","el Camp de l'Arpa del Clot","10","Sant Martí","08041","019","BARCELONA","41.41345","2.178356","431331.754","4584981.324","431423.694","4585182.286","934563285","Fax","","","","","","","",
"92086004835","Institut Valldemossa","#","C","Pintor Alsamora","7","9","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.434386","2.180544","431536.632","4587303.91","431628.573","4587504.893","933520152","#","","","","","","","",
"92086004835","Institut Valldemossa","#","C","Pintor Alsamora","7","9","45","Porta","08","Nou Barris","08016","019","BARCELONA","41.434386","2.180544","431536.632","4587303.91","431628.573","4587504.893","933493926","Fax","","","","","","","",
"92086005081","Institut Infanta Isabel d'Aragó","#","Pl","Angeleta Ferrer","1","1","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.416227","2.199384","433092.066","4585273.096","433184.022","4585474.061","933073413","#","","","","","","","",
"92086005087","Institut Joan d'Àustria","#","C","Selva de Mar","211","211","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.415929","2.198897","433051.007","4585240.425","433142.963","4585441.39","933073402","#","","","","","","","",
"92086005087","Institut Joan d'Àustria","#","C","Selva de Mar","211","211","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.415929","2.198897","433051.007","4585240.425","433142.963","4585441.39","932663151","Fax","","","","","","","",
"92086005087","Institut Joan d'Àustria","#","C","Selva de Mar","211","211","72","Sant Martí de Provençals","10","Sant Martí","08020","019","BARCELONA","41.415929","2.198897","433051.007","4585240.425","433142.963","4585441.39","933083692","#","","","","","","","",
"92086005165","Institut Bernat Metge","#","C","Menorca","55","55","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.423208","2.201626","433286.536","4586046.432","433378.494","4586247.404","933051954","Fax","","","","","","","",
"92086005165","Institut Bernat Metge","#","C","Menorca","55","55","73","la Verneda i la Pau","10","Sant Martí","08020","019","BARCELONA","41.423208","2.201626","433286.536","4586046.432","433378.494","4586247.404","933149611","#","","","","","","","",
"92086005269","Institut Químic de Sarrià - Campus Sarrià - IQS","#","Via","Augusta","390","390","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.403795","2.119469","426399.375","4583957.815","426491.27","4584158.766","932056266","Fax","","","","","","","",
"92086005269","Institut Químic de Sarrià - Campus Sarrià - IQS","#","Via","Augusta","390","390","23","Sarrià","05","Sarrià-Sant Gervasi","08017","019","BARCELONA","41.403795","2.119469","426399.375","4583957.815","426491.27","4584158.766","932672000","#","","","","","","","",
"92086005579","Institut Narcís Monturiol *Harmonia","#","C","Harmonia","1","1","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.432325","2.145099","428573.046","4587103.73","428664.96","4587304.711","934283017","#","","","","","","","",
"92086005579","Institut Narcís Monturiol *Harmonia","#","C","Harmonia","1","1","40","Montbau","07","Horta-Guinardó","08035","019","BARCELONA","41.432325","2.145099","428573.046","4587103.73","428664.96","4587304.711","934281250","#","","","","","","","",
"92086005677","Institut Pablo Ruiz Picasso","#","C","Sant Feliu de Codines","1","1","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.459986","2.181035","431604.579","4590145.522","431696.52","4590346.532","933500308","#","","","","","","","",
"92086005677","Institut Pablo Ruiz Picasso","#","C","Sant Feliu de Codines","1","1","54","Torre Baró","08","Nou Barris","08033","019","BARCELONA","41.459986","2.181035","431604.579","4590145.522","431696.52","4590346.532","933500816","Fax","","","","","","","",
"92086007263","Institut Jaume Balmes","#","C","Pau Claris","121","121","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.392605","2.167159","430373.766","4582676.094","430465.698","4582877.034","932160411","Fax","","","","","","","",
"92086007263","Institut Jaume Balmes","#","C","Pau Claris","121","121","07","la Dreta de Eixample","02","Eixample","08009","019","BARCELONA","41.392605","2.167159","430373.766","4582676.094","430465.698","4582877.034","934870301","#","","","","","","","",
"92086007270","Institut Barcelona-Congrés","#","C","Baró d'Esponellà","1","15","44","Vilapicina i la Torre Llobeta","08","Nou Barris","08031","019","BARCELONA","41.429381","2.173775","430965.796","4586753.545","431057.732","4586954.523","933585559","#","","","","","","","",
"92086007273","Institut Sant Andreu","#","C","Badosa","10","10","52","la Prosperitat","08","Nou Barris","08016","019","BARCELONA","41.440592","2.180563","431544.773","4587992.794","431636.714","4588193.784","933507666","#","","","","","","","",
